1,0,0
1.00049,0.11731,0.0078125
1.00186,0.220775,0.015625
1.00399,0.31265,0.0234375
1.00679,0.394334,0.03125
1.01019,0.467095,0.0390625
1.01413,0.532041,0.046875
1.01854,0.590145,0.0546875
1.02337,0.642261,0.0625
1.0286,0.689136,0.0703125
1.03416,0.731426,0.078125
1.04004,0.769705,0.0859375
1.0462,0.804478,0.09375
1.05263,0.836185,0.101562
1.05928,0.865214,0.109375
1.06616,0.891905,0.117188
1.07323,0.916554,0.125
1.08048,0.939422,0.132812
1.08791,0.960737,0.140625
1.0955,0.980699,0.148438
1.10324,0.999484,0.15625
1.11112,1.01724,0.164062
1.11914,1.03411,0.171875
1.12728,1.05021,0.179688
1.13555,1.06564,0.1875
1.14394,1.08049,0.195312
1.15244,1.09484,0.203125
1.16105,1.10875,0.210938
1.16976,1.12229,0.21875
1.17858,1.13552,0.226562
1.18751,1.14846,0.234375
1.19653,1.16118,0.242188
1.20565,1.17369,0.25
1.21487,1.18603,0.257812
1.22418,1.19823,0.265625
1.23359,1.21031,0.273438
1.2431,1.22229,0.28125
1.25269,1.23418,0.289062
1.26238,1.246,0.296875
1.27216,1.25777,0.304688
1.28203,1.26949,0.3125
1.292,1.28117,0.320312
1.30205,1.29282,0.328125
1.3122,1.30445,0.335938
1.32243,1.31605,0.34375
1.33276,1.32765,0.351562
1.34318,1.33924,0.359375
1.35369,1.35082,0.367188
1.36428,1.36239,0.375
1.37497,1.37397,0.382812
1.38575,1.38554,0.390625
1.39662,1.39711,0.398438
1.40758,1.40868,0.40625
1.41863,1.42026,0.414062
1.42977,1.43183,0.421875
1.44101,1.44341,0.429688
1.45233,1.45498,0.4375
1.46374,1.46656,0.445312
1.47524,1.47813,0.453125
1.48684,1.4897,0.460938
1.49852,1.50127,0.46875
1.51029,1.51284,0.476562
1.52216,1.5244,0.484375
1.53411,1.53595,0.492188
1.54616,1.5475,0.5
1.55829,1.55904,0.507812
1.57052,1.57057,0.515625
1.58283,1.58209,0.523438
1.59524,1.5936,0.53125
1.60773,1.6051,0.539062
1.62032,1.61659,0.546875
1.63299,1.62806,0.554688
1.64575,1.63952,0.5625
1.65861,1.65096,0.570312
1.67155,1.66238,0.578125
1.68458,1.67379,0.585938
1.6977,1.68518,0.59375
1.71091,1.69655,0.601562
1.72421,1.7079,0.609375
1.7376,1.71923,0.617188
1.75108,1.73054,0.625
1.76464,1.74183,0.632812
1.77829,1.7531,0.640625
1.79203,1.76436,0.648438
1.80586,1.77559,0.65625
1.81978,1.7868,0.664062
1.83378,1.79799,0.671875
1.84787,1.80917,0.679688
1.86205,1.82032,0.6875
1.87631,1.83146,0.695312
1.89066,1.84258,0.703125
1.9051,1.85368,0.710938
1.91963,1.86477,0.71875
1.93424,1.87584,0.726562
1.94894,1.8869,0.734375
1.96372,1.89795,0.742188
1.97859,1.90899,0.75
1.99355,1.92002,0.757812
2.00859,1.93104,0.765625
2.02372,1.94206,0.773438
2.03894,1.95308,0.78125
2.05424,1.96409,0.789062
2.06963,1.97511,0.796875
2.0851,1.98613,0.804688
2.10066,1.99716,0.8125
2.11631,2.00819,0.820312
2.13204,2.01924,0.828125
2.14786,2.03031,0.835938
2.16376,2.04139,0.84375
2.17975,2.0525,0.851562
2.19583,2.06363,0.859375
2.212,2.07478,0.867188
2.22825,2.08598,0.875
2.24459,2.0972,0.882812
2.26102,2.10847,0.890625
2.27754,2.11978,0.898438
2.29414,2.13114,0.90625
2.31083,2.14255,0.914062
2.32762,2.15402,0.921875
2.34449,2.16556,0.929688
2.36145,2.17715,0.9375
2.37851,2.18882,0.945312
2.39565,2.20057,0.953125
2.41289,2.2124,0.960938
2.43022,2.22431,0.96875
2.44765,2.23631,0.976562
2.46516,2.24842,0.984375
2.48278,2.26062,0.992188
2.50049,2.27294,1
2.51829,2.28536,1.00781
2.53619,2.29791,1.01562
2.5542,2.31058,1.02344
2.5723,2.32339,1.03125
2.5905,2.33633,1.03906
2.6088,2.34942,1.04688
2.62721,2.36265,1.05469
2.64572,2.37605,1.0625
2.66433,2.3896,1.07031
2.68305,2.40333,1.07812
2.70188,2.41723,1.08594
2.72082,2.43131,1.09375
2.73987,2.44559,1.10156
2.75903,2.46006,1.10938
2.77831,2.47473,1.11719
2.7977,2.4896,1.125
2.81721,2.5047,1.13281
2.83684,2.52002,1.14062
2.85658,2.53556,1.14844
2.87645,2.55134,1.15625
2.89645,2.56737,1.16406
2.91657,2.58364,1.17188
2.93682,2.60017,1.17969
2.95719,2.61697,1.1875
2.97771,2.63403,1.19531
2.99835,2.65137,1.20312
3.01913,2.66899,1.21094
3.04005,2.68691,1.21875
3.06111,2.70512,1.22656
3.08232,2.72363,1.23438
3.10367,2.74245,1.24219
3.12517,2.76159,1.25
3.14682,2.78105,1.25781
3.16862,2.80083,1.26562
3.19058,2.82095,1.27344
3.2127,2.84142,1.28125
3.23498,2.86223,1.28906
3.25742,2.88339,1.29688
3.28003,2.90491,1.30469
3.30281,2.92679,1.3125
3.32576,2.94904,1.32031
3.34888,2.97167,1.32812
3.37219,2.99468,1.33594
3.39567,3.01807,1.34375
3.41934,3.04185,1.35156
3.4432,3.06603,1.35938
3.46725,3.09061,1.36719
3.49149,3.11559,1.375
3.51593,3.14098,1.38281
3.54057,3.16678,1.39062
3.56541,3.193,1.39844
3.59046,3.21964,1.40625
3.61571,3.2467,1.41406
3.64118,3.27419,1.42188
3.66687,3.30211,1.42969
3.69278,3.33046,1.4375
3.71891,3.35925,1.44531
3.74526,3.38848,1.45312
3.77185,3.41814,1.46094
3.79867,3.44825,1.46875
3.82573,3.47881,1.47656
3.85303,3.50981,1.48438
3.88057,3.54125,1.49219
3.90836,3.57314,1.5
3.9364,3.60549,1.50781
3.96469,3.63828,1.51562
3.99324,3.67152,1.52344
4.02206,3.70521,1.53125
4.05113,3.73935,1.53906
4.08048,3.77394,1.54688
4.1101,3.80897,1.55469
4.13999,3.84446,1.5625
4.17017,3.88039,1.57031
4.20062,3.91676,1.57812
4.23137,3.95357,1.58594
4.2624,3.99083,1.59375
4.29372,4.02852,1.60156
4.32534,4.06664,1.60938
4.35726,4.1052,1.61719
4.38948,4.14419,1.625
4.42201,4.1836,1.63281
4.45485,4.22343,1.64062
4.488,4.26367,1.64844
4.52147,4.30433,1.65625
4.55525,4.3454,1.66406
4.58936,4.38687,1.67188
4.6238,4.42874,1.67969
4.65856,4.471,1.6875
4.69366,4.51365,1.69531
4.72908,4.55668,1.70312
4.76485,4.60008,1.71094
4.80096,4.64385,1.71875
4.83741,4.68798,1.72656
4.87421,4.73246,1.73438
4.91135,4.77729,1.74219
4.94885,4.82246,1.75
4.9867,4.86797,1.75781
5.02491,4.91379,1.76562
5.06348,4.95994,1.77344
5.10241,5.00639,1.78125
5.1417,5.05314,1.78906
5.18136,5.10018,1.79688
5.22139,5.1475,1.80469
5.26179,5.1951,1.8125
5.30257,5.24296,1.82031
5.34371,5.29108,1.82812
5.38524,5.33944,1.83594
5.42714,5.38804,1.84375
5.46942,5.43686,1.85156
5.51209,5.4859,1.85938
5.55514,5.53515,1.86719
5.59858,5.58459,1.875
5.6424,5.63422,1.88281
5.68661,5.68403,1.89062
5.73121,5.734,1.89844
5.7762,5.78413,1.90625
5.82159,5.8344,1.91406
5.86737,5.88481,1.92188
5.91354,5.93535,1.92969
5.9601,5.986,1.9375
6.00707,6.03675,1.94531
6.05443,6.0876,1.95312
6.10219,6.13854,1.96094
6.15034,6.18954,1.96875
6.1989,6.24062,1.97656
6.24785,6.29174,1.98438
